created_at,word
2020-02-24T02:24:19Z,nomination
2020-02-24T02:24:19Z,100
2020-02-24T02:24:19Z,vote
2020-02-24T02:24:19Z,gonna
2020-02-24T02:24:19Z,bad
2020-02-24T02:24:19Z,president
2020-02-24T02:24:19Z,chance
2020-02-24T02:24:19Z,shoot
2020-02-24T02:24:19Z,amazing
2020-02-24T02:24:19Z,record
2020-02-24T02:24:19Z,decades
2020-02-24T02:24:19Z,notmeus
2020-02-20T00:10:32Z,absolutely
2020-02-20T00:10:32Z,wild
2020-02-20T00:10:32Z,warren
2020-02-20T00:10:32Z,supporters
2020-02-20T00:10:32Z,propagating
2020-02-20T00:10:32Z,idea
2020-02-20T00:10:32Z,elites
2020-02-20T00:10:32Z,targeting
2020-02-20T00:10:32Z,elizabethwarren
2020-02-20T00:10:32Z,berniesanders
2020-02-20T00:10:32Z,admitting
2020-02-20T00:10:32Z,people
2020-02-20T00:10:32Z,sanders
2020-02-24T02:22:40Z,vote
2020-02-24T02:22:40Z,elizabethwarren
2020-02-24T02:22:40Z,you’re
2020-02-24T02:22:40Z,brain
2020-02-24T02:22:40Z,dead
2020-02-24T02:22:40Z,lol
2020-02-24T02:22:40Z,democrat’s
2020-02-24T02:22:40Z,they’ll
2020-02-24T02:22:40Z,win
2020-02-24T02:22:40Z,election
2020-02-24T02:22:40Z,laughable
2020-02-24T02:22:40Z,trump2020
2020-02-24T02:22:40Z,gt
2020-02-24T02:22:40Z,trump2024
2020-02-24T02:22:40Z,gt
2020-02-24T02:22:40Z,trump
2020-02-24T02:22:40Z,2028
2020-02-24T02:22:40Z,gt
2020-02-24T02:22:40Z,trump2020
2020-02-24T02:22:40Z,trump2020landslide
2020-02-24T02:22:28Z,i’m
2020-02-24T02:22:28Z,voting
2020-02-24T02:22:28Z,elizabethwarren
2020-02-24T02:22:28Z,washington
2020-02-24T02:22:28Z,primary
2020-02-24T02:21:29Z,i’m
2020-02-24T02:21:29Z,voting
2020-02-24T02:21:29Z,elizabethwarren
2020-02-24T02:21:29Z,washington
2020-02-24T02:21:29Z,primary
2020-02-24T02:20:51Z,i’m
2020-02-24T02:20:51Z,voting
2020-02-24T02:20:51Z,elizabeth
2020-02-24T02:20:51Z,tennessee
2020-02-24T02:20:51Z,it’s
2020-02-24T02:20:51Z,time
2020-02-24T02:20:51Z,woman
2020-02-24T02:20:51Z,president
2020-02-24T02:20:51Z,elizabethwarren
2020-02-24T02:20:45Z,i’m
2020-02-24T02:20:45Z,voting
2020-02-24T02:20:45Z,elizabethwarren
2020-02-24T02:20:45Z,washington
2020-02-24T02:20:45Z,primary
2020-02-24T02:20:37Z,i’m
2020-02-24T02:20:37Z,voting
2020-02-24T02:20:37Z,elizabethwarren
2020-02-24T02:20:37Z,washington
2020-02-24T02:20:37Z,primary
2020-02-24T02:18:49Z,elizabethwarren
2020-02-24T02:18:49Z,pick
2020-02-24T02:18:49Z,potus
2020-02-24T02:20:32Z,voting
2020-02-24T02:20:32Z,elizabeth
2020-02-24T02:20:32Z,warren
2020-02-24T02:20:32Z,washington
2020-02-24T02:20:32Z,primary
2020-02-24T02:20:32Z,elizabethwarren
2020-02-24T02:20:32Z,warrenforpresident
2020-02-21T18:45:37Z,progressive
2020-02-21T18:45:37Z,democrat
2020-02-21T18:45:37Z,race
2020-02-21T18:45:37Z,elizabethwarren
2020-02-21T18:45:37Z,lead
2020-02-21T18:45:37Z,party
2020-02-21T18:45:37Z,21st
2020-02-21T18:45:37Z,century
2020-02-21T18:45:37Z,future
2020-02-21T18:45:37Z,live
2020-02-21T18:45:37Z,lfg
2020-02-21T18:45:37Z,wethepeople
2020-02-21T18:45:37Z,warren2020
2020-02-21T16:12:15Z,elizabethwarren
2020-02-21T16:12:15Z,policy
2020-02-21T16:12:15Z,primary
2020-02-21T16:12:15Z,season
2020-02-21T16:12:15Z,fights
2020-02-21T16:12:15Z,it’s
2020-02-21T16:12:15Z,called
2020-02-21T16:12:15Z,preparedness
2020-02-21T16:12:15Z,candidate
2020-02-21T16:12:15Z,fucking
2020-02-21T16:12:15Z,prepared
2020-02-21T16:12:15Z,demdebate
2020-02-24T01:52:52Z,42
2020-02-24T01:52:52Z,democratic
2020-02-24T01:52:52Z,voters
2020-02-24T01:52:52Z,minds
2020-02-24T01:52:52Z,impressed
2020-02-24T01:52:52Z,elizabethwarren’s
2020-02-24T01:52:52Z,debate
2020-02-24T01:52:52Z,performance
2020-02-21T16:06:12Z,voters
2020-02-21T16:06:12Z,eviscerate
2020-02-21T16:06:12Z,trump
2020-02-21T16:06:12Z,easy
